table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssds,character varying,符合GB/T 2260-2019行政区代码表，如：440300,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssqx,character varying,符合GB/T 2260-2019行政区代码表，如：440305,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 ssqx 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_trade,character varying,符合GB/T 4754-2017行业代码表,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tradename,character varying,符合GB/T 4754-2017行业代码表,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,enteraddress,character varying,经营场所地址,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,longitude,character varying,WGS-84坐标系，如：116.681291,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 longitude 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,latitude,character varying,WGS-84坐标系，如：39.780852,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 latitude 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lydm,character varying,所属流域代码,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lymc,character varying,所属流域名称,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,szgyyq,character varying,所在工业园区,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstdm,character varying,受纳水体代码,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstmc,character varying,受纳水体名称,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,status,character varying,固定源状态（代码集：WRY_GDYZT）,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 status 在库内其他表中存在不同注释（16种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regaddress,character varying,注册地址,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpname,character varying,法人名称,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,telephone,character varying,固定电话,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 telephone 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environlinkmen,character varying,环保联系人,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environtel,character varying,环保联系人电话,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entersize,character varying,企业规模（代码集：WRY_QYGM）,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,jyfw,character varying,经营范围,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,createtime,timestamp without time zone,投运时间,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 createtime 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,fax,character varying,传真,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,website,character varying,网址,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,email,character varying,邮箱,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,description,character varying,污染源简介,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 description 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,datasource,character varying,数据来源（代码集：WRY_SJLY）,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,orgid,character varying,用于数据权限，取行政区代码，省级用2位，地市用4位，区县用6位,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 orgid 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjr,character varying,创建人,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjsj,timestamp without time zone,创建时间,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgr,character varying,修改人,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgsj,timestamp without time zone,修改时间,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sjly,character varying,数据采集来源（代码集：SJGL_SJLY）,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 sjly 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,rksj,timestamp without time zone,默认取当前时间,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,gxsj,timestamp without time zone,数据修改后需要更新此时间,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,czbj,character varying,操作标记（I：插入；U：更新；D：删除）,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,dt,character varying,分区日期,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywid,character varying,业务id,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywmc,character varying,业务名称,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,qxbm,character varying,区县编码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ssqx,character varying,所属区县,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_with_conflict_warning,medium,字段名 ssqx 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flbm,character varying,分类编码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flmc,character varying,分类名称,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,21bsm,character varying,21位标识码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,zcbm,character varying,注册部门,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dm,character varying,短码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,bdm,character varying,北斗码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,19bsm,character varying,19位标识码,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dt,character varying,分区日期,城市数字公共基础设施建设__水质自动监测站,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,xh,character varying,序号,监控数据_日数据_污染物_,existing_comment,candidate_with_conflict_warning,medium,字段名 xh 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcdxh,character varying,监测点序号,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcsj,timestamp without time zone,监测时间,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,wrwbh,character varying,污染源编号,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,zxjcz,numeric,最新监测值,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,pjjcz,numeric,平均监测值,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,zdjcz,numeric,最大监测值,监控数据_日数据_污染物_,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
